id_kelurahan,nama_kelurahan,kecamatan,tahun,bulan,label_risiko,elevasi,jarak_sungai,curah_hujan_lokal,tata_guna_lahan,kualitas_drainase,pengaruh_pasang,kepadatan_penduduk,jenis_tanah,curah_hujan_bulanan,pasang_maks_muara,musim,pasang_trisakti,debit_barito,debit_martapura,curah_hujan_hulu
2,Alalak Selatan,Banjarmasin Utara,2026,12,4,2.5,120.0,2791.0,1.0,3.0,8.0,11190.0,1.0,582.9631698497666,315.0,1.0,320.0,6603.344304774018,523.2838883028467,535.7430285005336
3,Alalak Tengah,Banjarmasin Utara,2026,1,4,2.0,100.0,2791.0,1.0,2.0,9.0,9522.0,1.0,312.8490103639162,265.0,1.0,275.0,5606.613088959072,436.06990691903894,510.82474810515987
3,Alalak Tengah,Banjarmasin Utara,2026,2,4,2.0,100.0,2791.0,1.0,2.0,9.0,9522.0,1.0,371.656152096998,260.0,1.0,270.0,5232.8388830284675,398.69248632597845,398.69248632597845
3,Alalak Tengah,Banjarmasin Utara,2026,3,4,2.0,100.0,2791.0,1.0,2.0,9.0,9522.0,1.0,540.4775017756546,270.0,1.0,280.0,5980.387294889677,473.44732751209943,473.44732751209943
3,Alalak Tengah,Banjarmasin Utara,2026,4,4,2.0,100.0,2791.0,1.0,2.0,9.0,9522.0,1.0,498.3656079074731,320.0,1.0,285.0,6354.161500820282,510.82474810515987,311.4785049421707
3,Alalak Tengah,Banjarmasin Utara,2026,5,4,2.0,100.0,2791.0,1.0,2.0,9.0,9522.0,1.0,339.2623875830123,295.0,2.0,300.0,4859.064677097862,311.4785049421707,199.34624316298923
3,Alalak Tengah,Banjarmasin Utara,2026,6,4,2.0,100.0,2791.0,1.0,2.0,9.0,9522.0,1.0,276.8420951926013,305.0,2.0,310.0,3862.3334612829162,224.26452355836287,137.0505421745551
3,Alalak Tengah,Banjarmasin Utara,2026,7,4,2.0,100.0,2791.0,1.0,2.0,9.0,9522.0,1.0,138.17186479234692,280.0,2.0,285.0,3488.5592553523115,186.8871029653024,105.90269168033802
3,Alalak Tengah,Banjarmasin Utara,2026,8,4,2.0,100.0,2791.0,1.0,2.0,9.0,9522.0,1.0,245.19587909047675,265.0,2.0,270.0,2990.1936474448385,149.5096823722419,49.836560790747306
3,Alalak Tengah,Banjarmasin Utara,2026,9,4,2.0,100.0,2791.0,1.0,2.0,9.0,9522.0,1.0,339.1377961810354,260.0,2.0,265.0,3239.3764513985748,174.42796276761558,74.75484118612096
3,Alalak Tengah,Banjarmasin Utara,2026,10,4,2.0,100.0,2791.0,1.0,2.0,9.0,9522.0,1.0,496.7459196817738,275.0,2.0,285.0,4111.5162652366525,261.64194415142333,174.42796276761558
3,Alalak Tengah,Banjarmasin Utara,2026,11,4,2.0,100.0,2791.0,1.0,2.0,9.0,9522.0,1.0,502.3525327707328,300.0,1.0,305.0,5855.795892912808,448.52904711672574,436.06990691903894
3,Alalak Tengah,Banjarmasin Utara,2026,12,4,2.0,100.0,2791.0,1.0,2.0,9.0,9522.0,1.0,582.9631698497666,315.0,1.0,320.0,6603.344304774018,523.2838883028467,535.7430285005336
4,Sungai Jingah,Banjarmasin Utara,2026,1,4,2.5,50.0,2791.0,1.0,2.0,9.0,3332.0,2.0,312.8490103639162,265.0,1.0,275.0,5606.613088959072,436.06990691903894,510.82474810515987
4,Sungai Jingah,Banjarmasin Utara,2026,2,4,2.5,50.0,2791.0,1.0,2.0,9.0,3332.0,2.0,371.656152096998,260.0,1.0,270.0,5232.8388830284675,398.69248632597845,398.69248632597845
4,Sungai Jingah,Banjarmasin Utara,2026,3,4,2.5,50.0,2791.0,1.0,2.0,9.0,3332.0,2.0,540.4775017756546,270.0,1.0,280.0,5980.387294889677,473.44732751209943,473.44732751209943
4,Sungai Jingah,Banjarmasin Utara,2026,4,4,2.5,50.0,2791.0,1.0,2.0,9.0,3332.0,2.0,498.3656079074731,320.0,1.0,285.0,6354.161500820282,510.82474810515987,311.4785049421707
4,Sungai Jingah,Banjarmasin Utara,2026,5,4,2.5,50.0,2791.0,1.0,2.0,9.0,3332.0,2.0,339.2623875830123,295.0,2.0,300.0,4859.064677097862,311.4785049421707,199.34624316298923
4,Sungai Jingah,Banjarmasin Utara,2026,6,4,2.5,50.0,2791.0,1.0,2.0,9.0,3332.0,2.0,276.8420951926013,305.0,2.0,310.0,3862.3334612829162,224.26452355836287,137.0505421745551
4,Sungai Jingah,Banjarmasin Utara,2026,7,4,2.5,50.0,2791.0,1.0,2.0,9.0,3332.0,2.0,138.17186479234692,280.0,2.0,285.0,3488.5592553523115,186.8871029653024,105.90269168033802
4,Sungai Jingah,Banjarmasin Utara,2026,8,4,2.5,50.0,2791.0,1.0,2.0,9.0,3332.0,2.0,245.19587909047675,265.0,2.0,270.0,2990.1936474448385,149.5096823722419,49.836560790747306
4,Sungai Jingah,Banjarmasin Utara,2026,9,4,2.5,50.0,2791.0,1.0,2.0,9.0,3332.0,2.0,339.1377961810354,260.0,2.0,265.0,3239.3764513985748,174.42796276761558,74.75484118612096
4,Sungai Jingah,Banjarmasin Utara,2026,10,4,2.5,50.0,2791.0,1.0,2.0,9.0,3332.0,2.0,496.7459196817738,275.0,2.0,285.0,4111.5162652366525,261.64194415142333,174.42796276761558
4,Sungai Jingah,Banjarmasin Utara,2026,11,4,2.5,50.0,2791.0,1.0,2.0,9.0,3332.0,2.0,502.3525327707328,300.0,1.0,305.0,5855.795892912808,448.52904711672574,436.06990691903894
4,Sungai Jingah,Banjarmasin Utara,2026,12,4,2.5,50.0,2791.0,1.0,2.0,9.0,3332.0,2.0,582.9631698497666,315.0,1.0,320.0,6603.344304774018,523.2838883028467,535.7430285005336
5,Sungai Miai,Banjarmasin Utara,2026,1,4,3.5,200.0,2791.0,3.0,4.0,7.0,8598.0,2.0,312.8490103639162,265.0,1.0,275.0,5606.613088959072,436.06990691903894,510.82474810515987
5,Sungai Miai,Banjarmasin Utara,2026,2,4,3.5,200.0,2791.0,3.0,4.0,7.0,8598.0,2.0,371.656152096998,260.0,1.0,270.0,5232.8388830284675,398.69248632597845,398.69248632597845
5,Sungai Miai,Banjarmasin Utara,2026,3,4,3.5,200.0,2791.0,3.0,4.0,7.0,8598.0,2.0,540.4775017756546,270.0,1.0,280.0,5980.387294889677,473.44732751209943,473.44732751209943
5,Sungai Miai,Banjarmasin Utara,2026,4,4,3.5,200.0,2791.0,3.0,4.0,7.0,8598.0,2.0,498.3656079074731,320.0,1.0,285.0,6354.161500820282,510.82474810515987,311.4785049421707
5,Sungai Miai,Banjarmasin Utara,2026,5,4,3.5,200.0,2791.0,3.0,4.0,7.0,8598.0,2.0,339.2623875830123,295.0,2.0,300.0,4859.064677097862,311.4785049421707,199.34624316298923
5,Sungai Miai,Banjarmasin Utara,2026,6,4,3.5,200.0,2791.0,3.0,4.0,7.0,8598.0,2.0,276.8420951926013,305.0,2.0,310.0,3862.3334612829162,224.26452355836287,137.0505421745551
5,Sungai Miai,Banjarmasin Utara,2026,7,4,3.5,200.0,2791.0,3.0,4.0,7.0,8598.0,2.0,138.17186479234692,280.0,2.0,285.0,3488.5592553523115,186.8871029653024,105.90269168033802
5,Sungai Miai,Banjarmasin Utara,2026,8,4,3.5,200.0,2791.0,3.0,4.0,7.0,8598.0,2.0,245.19587909047675,265.0,2.0,270.0,2990.1936474448385,149.5096823722419,49.836560790747306
5,Sungai Miai,Banjarmasin Utara,2026,9,4,3.5,200.0,2791.0,3.0,4.0,7.0,8598.0,2.0,339.1377961810354,260.0,2.0,265.0,3239.3764513985748,174.42796276761558,74.75484118612096
5,Sungai Miai,Banjarmasin Utara,2026,10,4,3.5,200.0,2791.0,3.0,4.0,7.0,8598.0,2.0,496.7459196817738,275.0,2.0,285.0,4111.5162652366525,261.64194415142333,174.42796276761558
5,Sungai Miai,Banjarmasin Utara,2026,11,4,3.5,200.0,2791.0,3.0,4.0,7.0,8598.0,2.0,502.3525327707328,300.0,1.0,305.0,5855.795892912808,448.52904711672574,436.06990691903894
5,Sungai Miai,Banjarmasin Utara,2026,12,4,3.5,200.0,2791.0,3.0,4.0,7.0,8598.0,2.0,582.9631698497666,315.0,1.0,320.0,6603.344304774018,523.2838883028467,535.7430285005336
6,Surgi Mufti,Banjarmasin Utara,2026,1,3,4.0,350.0,2791.0,2.0,5.0,6.0,10018.0,2.0,312.8490103639162,265.0,1.0,275.0,5606.613088959072,436.06990691903894,510.82474810515987
6,Surgi Mufti,Banjarmasin Utara,2026,2,3,4.0,350.0,2791.0,2.0,5.0,6.0,10018.0,2.0,371.656152096998,260.0,1.0,270.0,5232.8388830284675,398.69248632597845,398.69248632597845
6,Surgi Mufti,Banjarmasin Utara,2026,3,3,4.0,350.0,2791.0,2.0,5.0,6.0,10018.0,2.0,540.4775017756546,270.0,1.0,280.0,5980.387294889677,473.44732751209943,473.44732751209943
6,Surgi Mufti,Banjarmasin Utara,2026,4,4,4.0,350.0,2791.0,2.0,5.0,6.0,10018.0,2.0,498.3656079074731,320.0,1.0,285.0,6354.161500820282,510.82474810515987,311.4785049421707
6,Surgi Mufti,Banjarmasin Utara,2026,5,3,4.0,350.0,2791.0,2.0,5.0,6.0,10018.0,2.0,339.2623875830123,295.0,2.0,300.0,4859.064677097862,311.4785049421707,199.34624316298923
6,Surgi Mufti,Banjarmasin Utara,2026,6,3,4.0,350.0,2791.0,2.0,5.0,6.0,10018.0,2.0,276.8420951926013,305.0,2.0,310.0,3862.3334612829162,224.26452355836287,137.0505421745551
6,Surgi Mufti,Banjarmasin Utara,2026,7,3,4.0,350.0,2791.0,2.0,5.0,6.0,10018.0,2.0,138.17186479234692,280.0,2.0,285.0,3488.5592553523115,186.8871029653024,105.90269168033802
6,Surgi Mufti,Banjarmasin Utara,2026,8,3,4.0,350.0,2791.0,2.0,5.0,6.0,10018.0,2.0,245.19587909047675,265.0,2.0,270.0,2990.1936474448385,149.5096823722419,49.836560790747306
6,Surgi Mufti,Banjarmasin Utara,2026,9,3,4.0,350.0,2791.0,2.0,5.0,6.0,10018.0,2.0,339.1377961810354,260.0,2.0,265.0,3239.3764513985748,174.42796276761558,74.75484118612096
6,Surgi Mufti,Banjarmasin Utara,2026,10,3,4.0,350.0,2791.0,2.0,5.0,6.0,10018.0,2.0,496.7459196817738,275.0,2.0,285.0,4111.5162652366525,261.64194415142333,174.42796276761558
6,Surgi Mufti,Banjarmasin Utara,2026,11,4,4.0,350.0,2791.0,2.0,5.0,6.0,10018.0,2.0,502.3525327707328,300.0,1.0,305.0,5855.795892912808,448.52904711672574,436.06990691903894
6,Surgi Mufti,Banjarmasin Utara,2026,12,4,4.0,350.0,2791.0,2.0,5.0,6.0,10018.0,2.0,582.9631698497666,315.0,1.0,320.0,6603.344304774018,523.2838883028467,535.7430285005336
7,Pangeran,Banjarmasin Utara,2026,1,4,3.0,150.0,2791.0,1.0,3.0,8.0,6615.0,2.0,312.8490103639162,265.0,1.0,275.0,5606.613088959072,436.06990691903894,510.82474810515987
7,Pangeran,Banjarmasin Utara,2026,2,4,3.0,150.0,2791.0,1.0,3.0,8.0,6615.0,2.0,371.656152096998,260.0,1.0,270.0,5232.8388830284675,398.69248632597845,398.69248632597845
7,Pangeran,Banjarmasin Utara,2026,3,4,3.0,150.0,2791.0,1.0,3.0,8.0,6615.0,2.0,540.4775017756546,270.0,1.0,280.0,5980.387294889677,473.44732751209943,473.44732751209943
7,Pangeran,Banjarmasin Utara,2026,4,4,3.0,150.0,2791.0,1.0,3.0,8.0,6615.0,2.0,498.3656079074731,320.0,1.0,285.0,6354.161500820282,510.82474810515987,311.4785049421707
7,Pangeran,Banjarmasin Utara,2026,5,4,3.0,150.0,2791.0,1.0,3.0,8.0,6615.0,2.0,339.2623875830123,295.0,2.0,300.0,4859.064677097862,311.4785049421707,199.34624316298923
7,Pangeran,Banjarmasin Utara,2026,6,4,3.0,150.0,2791.0,1.0,3.0,8.0,6615.0,2.0,276.8420951926013,305.0,2.0,310.0,3862.3334612829162,224.26452355836287,137.0505421745551
7,Pangeran,Banjarmasin Utara,2026,7,4,3.0,150.0,2791.0,1.0,3.0,8.0,6615.0,2.0,138.17186479234692,280.0,2.0,285.0,3488.5592553523115,186.8871029653024,105.90269168033802
7,Pangeran,Banjarmasin Utara,2026,8,4,3.0,150.0,2791.0,1.0,3.0,8.0,6615.0,2.0,245.19587909047675,265.0,2.0,270.0,2990.1936474448385,149.5096823722419,49.836560790747306
7,Pangeran,Banjarmasin Utara,2026,9,4,3.0,150.0,2791.0,1.0,3.0,8.0,6615.0,2.0,339.1377961810354,260.0,2.0,265.0,3239.3764513985748,174.42796276761558,74.75484118612096
7,Pangeran,Banjarmasin Utara,2026,10,4,3.0,150.0,2791.0,1.0,3.0,8.0,6615.0,2.0,496.7459196817738,275.0,2.0,285.0,4111.5162652366525,261.64194415142333,174.42796276761558
7,Pangeran,Banjarmasin Utara,2026,11,4,3.0,150.0,2791.0,1.0,3.0,8.0,6615.0,2.0,502.3525327707328,300.0,1.0,305.0,5855.795892912808,448.52904711672574,436.06990691903894
7,Pangeran,Banjarmasin Utara,2026,12,4,3.0,150.0,2791.0,1.0,3.0,8.0,6615.0,2.0,582.9631698497666,315.0,1.0,320.0,6603.344304774018,523.2838883028467,535.7430285005336
8,Antasan Kecil Timur,Banjarmasin Utara,2026,1,4,3.0,100.0,2791.0,1.0,3.0,8.0,12764.0,2.0,312.8490103639162,265.0,1.0,275.0,5606.613088959072,436.06990691903894,510.82474810515987
8,Antasan Kecil Timur,Banjarmasin Utara,2026,2,4,3.0,100.0,2791.0,1.0,3.0,8.0,12764.0,2.0,371.656152096998,260.0,1.0,270.0,5232.8388830284675,398.69248632597845,398.69248632597845
8,Antasan Kecil Timur,Banjarmasin Utara,2026,3,4,3.0,100.0,2791.0,1.0,3.0,8.0,12764.0,2.0,540.4775017756546,270.0,1.0,280.0,5980.387294889677,473.44732751209943,473.44732751209943
8,Antasan Kecil Timur,Banjarmasin Utara,2026,4,4,3.0,100.0,2791.0,1.0,3.0,8.0,12764.0,2.0,498.3656079074731,320.0,1.0,285.0,6354.161500820282,510.82474810515987,311.4785049421707
8,Antasan Kecil Timur,Banjarmasin Utara,2026,5,4,3.0,100.0,2791.0,1.0,3.0,8.0,12764.0,2.0,339.2623875830123,295.0,2.0,300.0,4859.064677097862,311.4785049421707,199.34624316298923
8,Antasan Kecil Timur,Banjarmasin Utara,2026,6,4,3.0,100.0,2791.0,1.0,3.0,8.0,12764.0,2.0,276.8420951926013,305.0,2.0,310.0,3862.3334612829162,224.26452355836287,137.0505421745551
8,Antasan Kecil Timur,Banjarmasin Utara,2026,7,4,3.0,100.0,2791.0,1.0,3.0,8.0,12764.0,2.0,138.17186479234692,280.0,2.0,285.0,3488.5592553523115,186.8871029653024,105.90269168033802
8,Antasan Kecil Timur,Banjarmasin Utara,2026,8,4,3.0,100.0,2791.0,1.0,3.0,8.0,12764.0,2.0,245.19587909047675,265.0,2.0,270.0,2990.1936474448385,149.5096823722419,49.836560790747306
8,Antasan Kecil Timur,Banjarmasin Utara,2026,9,4,3.0,100.0,2791.0,1.0,3.0,8.0,12764.0,2.0,339.1377961810354,260.0,2.0,265.0,3239.3764513985748,174.42796276761558,74.75484118612096
8,Antasan Kecil Timur,Banjarmasin Utara,2026,10,4,3.0,100.0,2791.0,1.0,3.0,8.0,12764.0,2.0,496.7459196817738,275.0,2.0,285.0,4111.5162652366525,261.64194415142333,174.42796276761558
8,Antasan Kecil Timur,Banjarmasin Utara,2026,11,4,3.0,100.0,2791.0,1.0,3.0,8.0,12764.0,2.0,502.3525327707328,300.0,1.0,305.0,5855.795892912808,448.52904711672574,436.06990691903894
8,Antasan Kecil Timur,Banjarmasin Utara,2026,12,4,3.0,100.0,2791.0,1.0,3.0,8.0,12764.0,2.0,582.9631698497666,315.0,1.0,320.0,6603.344304774018,523.2838883028467,535.7430285005336
9,Kuin Utara,Banjarmasin Utara,2026,1,4,2.0,60.0,2791.0,1.0,2.0,9.0,7720.0,1.0,312.8490103639162,265.0,1.0,275.0,5606.613088959072,436.06990691903894,510.82474810515987
9,Kuin Utara,Banjarmasin Utara,2026,2,4,2.0,60.0,2791.0,1.0,2.0,9.0,7720.0,1.0,371.656152096998,260.0,1.0,270.0,5232.8388830284675,398.69248632597845,398.69248632597845
9,Kuin Utara,Banjarmasin Utara,2026,3,4,2.0,60.0,2791.0,1.0,2.0,9.0,7720.0,1.0,540.4775017756546,270.0,1.0,280.0,5980.387294889677,473.44732751209943,473.44732751209943
9,Kuin Utara,Banjarmasin Utara,2026,4,4,2.0,60.0,2791.0,1.0,2.0,9.0,7720.0,1.0,498.3656079074731,320.0,1.0,285.0,6354.161500820282,510.82474810515987,311.4785049421707
9,Kuin Utara,Banjarmasin Utara,2026,5,4,2.0,60.0,2791.0,1.0,2.0,9.0,7720.0,1.0,339.2623875830123,295.0,2.0,300.0,4859.064677097862,311.4785049421707,199.34624316298923
9,Kuin Utara,Banjarmasin Utara,2026,6,4,2.0,60.0,2791.0,1.0,2.0,9.0,7720.0,1.0,276.8420951926013,305.0,2.0,310.0,3862.3334612829162,224.26452355836287,137.0505421745551
9,Kuin Utara,Banjarmasin Utara,2026,7,4,2.0,60.0,2791.0,1.0,2.0,9.0,7720.0,1.0,138.17186479234692,280.0,2.0,285.0,3488.5592553523115,186.8871029653024,105.90269168033802
9,Kuin Utara,Banjarmasin Utara,2026,8,4,2.0,60.0,2791.0,1.0,2.0,9.0,7720.0,1.0,245.19587909047675,265.0,2.0,270.0,2990.1936474448385,149.5096823722419,49.836560790747306
9,Kuin Utara,Banjarmasin Utara,2026,9,4,2.0,60.0,2791.0,1.0,2.0,9.0,7720.0,1.0,339.1377961810354,260.0,2.0,265.0,3239.3764513985748,174.42796276761558,74.75484118612096
9,Kuin Utara,Banjarmasin Utara,2026,10,4,2.0,60.0,2791.0,1.0,2.0,9.0,7720.0,1.0,496.7459196817738,275.0,2.0,285.0,4111.5162652366525,261.64194415142333,174.42796276761558
9,Kuin Utara,Banjarmasin Utara,2026,11,4,2.0,60.0,2791.0,1.0,2.0,9.0,7720.0,1.0,502.3525327707328,300.0,1.0,305.0,5855.795892912808,448.52904711672574,436.06990691903894
9,Kuin Utara,Banjarmasin Utara,2026,12,4,2.0,60.0,2791.0,1.0,2.0,9.0,7720.0,1.0,582.9631698497666,315.0,1.0,320.0,6603.344304774018,523.2838883028467,535.7430285005336
10,Sungai Andai,Banjarmasin Utara,2026,1,2,5.0,600.0,2791.0,2.0,7.0,3.0,4941.0,4.0,312.8490103639162,265.0,1.0,275.0,5606.613088959072,436.06990691903894,510.82474810515987
10,Sungai Andai,Banjarmasin Utara,2026,2,2,5.0,600.0,2791.0,2.0,7.0,3.0,4941.0,4.0,371.656152096998,260.0,1.0,270.0,5232.8388830284675,398.69248632597845,398.69248632597845
10,Sungai Andai,Banjarmasin Utara,2026,3,2,5.0,600.0,2791.0,2.0,7.0,3.0,4941.0,4.0,540.4775017756546,270.0,1.0,280.0,5980.387294889677,473.44732751209943,473.44732751209943
10,Sungai Andai,Banjarmasin Utara,2026,4,3,5.0,600.0,2791.0,2.0,7.0,3.0,4941.0,4.0,498.3656079074731,320.0,1.0,285.0,6354.161500820282,510.82474810515987,311.4785049421707
10,Sungai Andai,Banjarmasin Utara,2026,5,2,5.0,600.0,2791.0,2.0,7.0,3.0,4941.0,4.0,339.2623875830123,295.0,2.0,300.0,4859.064677097862,311.4785049421707,199.34624316298923
10,Sungai Andai,Banjarmasin Utara,2026,6,2,5.0,600.0,2791.0,2.0,7.0,3.0,4941.0,4.0,276.8420951926013,305.0,2.0,310.0,3862.3334612829162,224.26452355836287,137.0505421745551
10,Sungai Andai,Banjarmasin Utara,2026,7,2,5.0,600.0,2791.0,2.0,7.0,3.0,4941.0,4.0,138.17186479234692,280.0,2.0,285.0,3488.5592553523115,186.8871029653024,105.90269168033802
10,Sungai Andai,Banjarmasin Utara,2026,8,1,5.0,600.0,2791.0,2.0,7.0,3.0,4941.0,4.0,245.19587909047675,265.0,2.0,270.0,2990.1936474448385,149.5096823722419,49.836560790747306
10,Sungai Andai,Banjarmasin Utara,2026,9,2,5.0,600.0,2791.0,2.0,7.0,3.0,4941.0,4.0,339.1377961810354,260.0,2.0,265.0,3239.3764513985748,174.42796276761558,74.75484118612096
10,Sungai Andai,Banjarmasin Utara,2026,10,2,5.0,600.0,2791.0,2.0,7.0,3.0,4941.0,4.0,496.7459196817738,275.0,2.0,285.0,4111.5162652366525,261.64194415142333,174.42796276761558
10,Sungai Andai,Banjarmasin Utara,2026,11,3,5.0,600.0,2791.0,2.0,7.0,3.0,4941.0,4.0,502.3525327707328,300.0,1.0,305.0,5855.795892912808,448.52904711672574,436.06990691903894
10,Sungai Andai,Banjarmasin Utara,2026,12,3,5.0,600.0,2791.0,2.0,7.0,3.0,4941.0,4.0,582.9631698497666,315.0,1.0,320.0,6603.344304774018,523.2838883028467,535.7430285005336
11,Kertak Baru Ilir,Banjarmasin Tengah,2026,1,4,5.0,350.0,2650.0,3.0,5.0,5.0,6311.0,2.0,312.8490103639162,265.0,1.0,275.0,5606.613088959072,436.06990691903894,510.82474810515987
11,Kertak Baru Ilir,Banjarmasin Tengah,2026,2,4,5.0,350.0,2650.0,3.0,5.0,5.0,6311.0,2.0,371.656152096998,260.0,1.0,270.0,5232.8388830284675,398.69248632597845,398.69248632597845
11,Kertak Baru Ilir,Banjarmasin Tengah,2026,3,4,5.0,350.0,2650.0,3.0,5.0,5.0,6311.0,2.0,540.4775017756546,270.0,1.0,280.0,5980.387294889677,473.44732751209943,473.44732751209943
11,Kertak Baru Ilir,Banjarmasin Tengah,2026,4,4,5.0,350.0,2650.0,3.0,5.0,5.0,6311.0,2.0,498.3656079074731,320.0,1.0,285.0,6354.161500820282,510.82474810515987,311.4785049421707
11,Kertak Baru Ilir,Banjarmasin Tengah,2026,5,4,5.0,350.0,2650.0,3.0,5.0,5.0,6311.0,2.0,339.2623875830123,295.0,2.0,300.0,4859.064677097862,311.4785049421707,199.34624316298923
11,Kertak Baru Ilir,Banjarmasin Tengah,2026,6,4,5.0,350.0,2650.0,3.0,5.0,5.0,6311.0,2.0,276.8420951926013,305.0,2.0,310.0,3862.3334612829162,224.26452355836287,137.0505421745551
11,Kertak Baru Ilir,Banjarmasin Tengah,2026,7,4,5.0,350.0,2650.0,3.0,5.0,5.0,6311.0,2.0,138.17186479234692,280.0,2.0,285.0,3488.5592553523115,186.8871029653024,105.90269168033802
